1, Bachelors, Never-married, Not-in-family
25969, HS-grad, Never-married, Unmarried
25970, 11th, Married-civ-spouse, Husband
25971, Some-college, Married-civ-spouse, Husband
25972, HS-grad, Widowed, Unmarried
25973, Bachelors, Married-civ-spouse, Wife
25974, Doctorate, Married-civ-spouse, Wife
25975, HS-grad, Married-civ-spouse, Husband
25976, Assoc-acdm, Married-spouse-absent, Unmarried
25977, Doctorate, Married-civ-spouse, Husband
25978, Masters, Never-married, Not-in-family
25979, HS-grad, Never-married, Own-child
25980, HS-grad, Divorced, Not-in-family
25981, 9th, Married-civ-spouse, Husband
25982, HS-grad, Widowed, Unmarried
25983, HS-grad, Married-civ-spouse, Husband
25984, 11th, Never-married, Own-child
25985, HS-grad, Married-civ-spouse, Husband
25986, 7th-8th, Married-civ-spouse, Husband
25987, Some-college, Married-civ-spouse, Husband
25988, Bachelors, Never-married, Not-in-family
25989, Assoc-voc, Divorced, Own-child
25990, Some-college, Married-civ-spouse, Wife
25991, Assoc-acdm, Never-married, Other-relative
25992, Bachelors, Married-civ-spouse, Husband
25993, HS-grad, Married-civ-spouse, Husband
25994, Assoc-acdm, Divorced, Unmarried
25995, Some-college, Married-civ-spouse, Husband
25996, Bachelors, Married-civ-spouse, Husband
25997, HS-grad, Married-civ-spouse, Husband
25998, HS-grad, Married-civ-spouse, Wife
25999, Some-college, Separated, Not-in-family
26000, HS-grad, Divorced, Not-in-family
26001, HS-grad, Never-married, Own-child
26002, HS-grad, Married-civ-spouse, Husband
26003, Some-college, Married-civ-spouse, Husband
26004, Bachelors, Married-civ-spouse, Husband
26005, Some-college, Married-civ-spouse, Husband
26006, Assoc-voc, Married-civ-spouse, Husband
26007, HS-grad, Married-civ-spouse, Wife
26008, Masters, Married-civ-spouse, Husband
26009, HS-grad, Married-civ-spouse, Husband
26010, 11th, Never-married, Own-child
26011, HS-grad, Married-civ-spouse, Husband
26012, Masters, Married-civ-spouse, Husband
26013, Some-college, Widowed, Unmarried
26014, HS-grad, Never-married, Own-child
26015, Assoc-acdm, Divorced, Not-in-family
26016, Some-college, Never-married, Not-in-family
26017, 11th, Never-married, Own-child
26018, Some-college, Never-married, Not-in-family
26019, Some-college, Never-married, Own-child
26020, 12th, Never-married, Other-relative
26021, HS-grad, Never-married, Not-in-family
26022, Bachelors, Married-civ-spouse, Wife
26023, HS-grad, Married-civ-spouse, Husband
26024, Assoc-voc, Married-civ-spouse, Husband
26025, Some-college, Married-civ-spouse, Husband
26026, HS-grad, Never-married, Own-child
26027, Bachelors, Married-spouse-absent, Not-in-family
26028, HS-grad, Never-married, Not-in-family
26029, HS-grad, Widowed, Unmarried
26030, Assoc-voc, Married-civ-spouse, Husband
26031, HS-grad, Divorced, Not-in-family
26032, Bachelors, Never-married, Not-in-family
26033, Bachelors, Married-civ-spouse, Husband
26034, Doctorate, Married-civ-spouse, Husband
26035, HS-grad, Married-civ-spouse, Husband
26036, HS-grad, Never-married, Other-relative
26037, HS-grad, Divorced, Own-child
26038, HS-grad, Married-civ-spouse, Husband
26039, Masters, Married-civ-spouse, Husband
26040, Assoc-acdm, Never-married, Not-in-family
26041, HS-grad, Never-married, Not-in-family
26042, 11th, Never-married, Own-child
26043, Prof-school, Divorced, Not-in-family
26044, Assoc-voc, Divorced, Own-child
26045, HS-grad, Married-civ-spouse, Husband
26046, HS-grad, Married-civ-spouse, Husband
26047, Assoc-acdm, Never-married, Not-in-family
26048, Bachelors, Married-civ-spouse, Husband
26049, Some-college, Never-married, Own-child
26050, HS-grad, Never-married, Own-child
26051, Some-college, Married-civ-spouse, Husband
26052, Some-college, Never-married, Own-child
26053, HS-grad, Never-married, Own-child
26054, HS-grad, Divorced, Not-in-family
26055, HS-grad, Divorced, Unmarried
26056, HS-grad, Married-civ-spouse, Husband
26057, Bachelors, Never-married, Own-child
26058, Bachelors, Married-civ-spouse, Husband
26059, HS-grad, Never-married, Not-in-family
26060, Masters, Married-civ-spouse, Husband
26061, Doctorate, Married-civ-spouse, Wife
26062, 12th, Never-married, Unmarried
26063, Some-college, Never-married, Own-child
26064, HS-grad, Married-civ-spouse, Wife
26065, Bachelors, Married-civ-spouse, Husband
26066, Bachelors, Married-civ-spouse, Husband
26067, HS-grad, Never-married, Not-in-family
26068, Masters, Married-civ-spouse, Husband
26069, HS-grad, Divorced, Not-in-family
26070, Some-college, Married-civ-spouse, Wife
26071, Some-college, Never-married, Not-in-family
26072, Bachelors, Divorced, Not-in-family
26073, Bachelors, Married-civ-spouse, Husband
26074, HS-grad, Married-civ-spouse, Husband
26075, Bachelors, Married-civ-spouse, Husband
26076, HS-grad, Never-married, Not-in-family
26077, Prof-school, Married-civ-spouse, Husband
26078, 11th, Never-married, Own-child
26079, Some-college, Never-married, Own-child
26080, Some-college, Divorced, Unmarried
26081, HS-grad, Married-civ-spouse, Husband
26082, 7th-8th, Separated, Not-in-family
26083, HS-grad, Married-civ-spouse, Husband
26084, Masters, Married-civ-spouse, Husband
26085, HS-grad, Never-married, Unmarried
26086, Bachelors, Married-civ-spouse, Wife
26087, Bachelors, Never-married, Not-in-family
26088, HS-grad, Married-civ-spouse, Husband
26089, 11th, Never-married, Not-in-family
26090, Prof-school, Married-civ-spouse, Husband
26091, 12th, Never-married, Own-child
26092, Bachelors, Never-married, Own-child
26093, HS-grad, Married-civ-spouse, Husband
26094, Doctorate, Married-civ-spouse, Husband
26095, 11th, Never-married, Not-in-family
26096, 5th-6th, Divorced, Unmarried
26097, Bachelors, Never-married, Not-in-family
26098, HS-grad, Never-married, Not-in-family
26099, Bachelors, Married-civ-spouse, Husband
26100, 11th, Never-married, Own-child
26101, Bachelors, Married-civ-spouse, Husband
26102, Some-college, Married-civ-spouse, Husband
26103, HS-grad, Never-married, Other-relative
26104, HS-grad, Married-civ-spouse, Husband
26105, Bachelors, Married-civ-spouse, Husband
26106, Bachelors, Married-civ-spouse, Husband
26107, HS-grad, Married-civ-spouse, Husband
26108, 7th-8th, Married-civ-spouse, Husband
26109, Prof-school, Never-married, Own-child
26110, Assoc-voc, Separated, Not-in-family
26111, Prof-school, Divorced, Not-in-family
26112, HS-grad, Never-married, Own-child
26113, HS-grad, Never-married, Own-child
26114, HS-grad, Married-civ-spouse, Husband
26115, Some-college, Divorced, Not-in-family
26116, Masters, Divorced, Unmarried
26117, HS-grad, Never-married, Other-relative
26118, HS-grad, Married-civ-spouse, Husband
26119, Bachelors, Never-married, Not-in-family
26120, 10th, Never-married, Own-child
26121, Some-college, Never-married, Own-child
26122, Some-college, Married-spouse-absent, Unmarried
26123, HS-grad, Married-civ-spouse, Husband
26124, Some-college, Married-civ-spouse, Husband
26125, HS-grad, Married-civ-spouse, Husband
26126, HS-grad, Divorced, Not-in-family
26127, 10th, Divorced, Other-relative
26128, Some-college, Never-married, Own-child
26129, Assoc-acdm, Married-civ-spouse, Husband
26130, Bachelors, Married-civ-spouse, Husband
26131, Masters, Married-civ-spouse, Husband
26132, Bachelors, Married-civ-spouse, Husband
26133, Bachelors, Never-married, Not-in-family
26134, HS-grad, Widowed, Unmarried
26135, Bachelors, Married-civ-spouse, Husband
26136, Masters, Married-civ-spouse, Wife
26137, Bachelors, Widowed, Unmarried
26138, Some-college, Never-married, Own-child
26139, Prof-school, Widowed, Not-in-family
26140, HS-grad, Never-married, Unmarried
26141, Bachelors, Never-married, Not-in-family
26142, HS-grad, Married-civ-spouse, Husband
26143, Some-college, Never-married, Own-child
26144, Bachelors, Married-civ-spouse, Husband
26145, Some-college, Married-civ-spouse, Husband
26146, Assoc-acdm, Never-married, Own-child
26147, HS-grad, Never-married, Not-in-family
26148, HS-grad, Married-civ-spouse, Husband
26149, 11th, Divorced, Unmarried
26150, HS-grad, Married-civ-spouse, Husband
26151, Doctorate, Married-civ-spouse, Husband
26152, Masters, Married-civ-spouse, Husband
26153, Some-college, Married-civ-spouse, Husband
26154, Some-college, Never-married, Own-child
26155, 9th, Married-civ-spouse, Husband
26156, Doctorate, Widowed, Not-in-family
26157, HS-grad, Married-civ-spouse, Husband
26158, HS-grad, Never-married, Own-child
26159, Some-college, Never-married, Own-child
26160, Bachelors, Married-civ-spouse, Husband
26161, Some-college, Never-married, Own-child
26162, Bachelors, Married-civ-spouse, Husband
26163, Some-college, Separated, Other-relative
26164, HS-grad, Married-civ-spouse, Husband
26165, Some-college, Never-married, Not-in-family
26166, HS-grad, Never-married, Own-child
26167, Some-college, Married-civ-spouse, Husband
26168, Bachelors, Never-married, Not-in-family
26169, HS-grad, Married-civ-spouse, Husband
26170, Some-college, Never-married, Unmarried
26171, Prof-school, Married-civ-spouse, Husband
26172, HS-grad, Never-married, Not-in-family
26173, Assoc-voc, Divorced, Not-in-family
26174, Masters, Married-civ-spouse, Husband
26175, Some-college, Never-married, Not-in-family
26176, HS-grad, Married-spouse-absent, Unmarried
26177, Some-college, Never-married, Not-in-family
26178, Some-college, Divorced, Not-in-family
26179, Masters, Divorced, Not-in-family
26180, HS-grad, Separated, Not-in-family
26181, Some-college, Married-civ-spouse, Husband
26182, 10th, Divorced, Unmarried
26183, Bachelors, Divorced, Not-in-family
26184, HS-grad, Never-married, Own-child
26185, 11th, Never-married, Own-child
26186, Bachelors, Married-civ-spouse, Wife
26187, Masters, Married-civ-spouse, Husband
26188, 1st-4th, Divorced, Not-in-family
26189, HS-grad, Married-civ-spouse, Husband
26190, 9th, Never-married, Own-child
26191, Prof-school, Married-civ-spouse, Husband
26192, HS-grad, Never-married, Own-child
26193, Some-college, Married-civ-spouse, Husband
26194, HS-grad, Married-civ-spouse, Husband
26195, Some-college, Divorced, Not-in-family
26196, HS-grad, Married-civ-spouse, Husband
26197, HS-grad, Married-civ-spouse, Husband
26198, HS-grad, Married-civ-spouse, Husband
26199, Some-college, Divorced, Unmarried
26200, Bachelors, Married-civ-spouse, Husband
26201, HS-grad, Married-civ-spouse, Husband
26202, 12th, Never-married, Other-relative
26203, Bachelors, Married-civ-spouse, Husband
26204, 10th, Married-civ-spouse, Husband
26205, HS-grad, Separated, Other-relative
26206, HS-grad, Never-married, Own-child
26207, Bachelors, Married-civ-spouse, Husband
26208, Bachelors, Married-civ-spouse, Husband
26209, Doctorate, Married-civ-spouse, Husband
26210, Bachelors, Married-civ-spouse, Husband
26211, HS-grad, Never-married, Own-child
26212, HS-grad, Married-civ-spouse, Husband
26213, Bachelors, Never-married, Not-in-family
26214, Some-college, Never-married, Own-child
26215, HS-grad, Married-civ-spouse, Not-in-family
26216, Masters, Never-married, Own-child
26217, Masters, Never-married, Own-child
26218, Some-college, Married-civ-spouse, Husband
26219, HS-grad, Married-civ-spouse, Husband
26220, Masters, Divorced, Not-in-family
26221, HS-grad, Married-civ-spouse, Own-child
26222, Bachelors, Never-married, Other-relative
26223, Bachelors, Never-married, Not-in-family
26224, HS-grad, Married-civ-spouse, Husband
26225, Some-college, Never-married, Own-child
26226, HS-grad, Never-married, Own-child
26227, Bachelors, Never-married, Not-in-family
26228, HS-grad, Married-civ-spouse, Husband
26229, Some-college, Never-married, Not-in-family
26230, 7th-8th, Married-civ-spouse, Husband
26231, HS-grad, Never-married, Unmarried
26232, Masters, Never-married, Other-relative
26233, Bachelors, Divorced, Not-in-family
26234, Some-college, Divorced, Not-in-family
26235, HS-grad, Married-civ-spouse, Husband
26236, Some-college, Divorced, Own-child
26237, Bachelors, Divorced, Not-in-family
26238, HS-grad, Separated, Not-in-family
26239, Some-college, Married-civ-spouse, Husband
26240, HS-grad, Never-married, Own-child
26241, 7th-8th, Married-spouse-absent, Not-in-family
26242, Assoc-voc, Married-civ-spouse, Husband
26243, Bachelors, Married-civ-spouse, Husband
26244, Bachelors, Married-civ-spouse, Wife
26245, HS-grad, Never-married, Own-child
26246, Some-college, Never-married, Other-relative
26247, Masters, Married-civ-spouse, Husband
26248, Some-college, Married-civ-spouse, Husband
26249, HS-grad, Separated, Not-in-family
26250, Bachelors, Married-civ-spouse, Husband
26251, Assoc-voc, Married-civ-spouse, Husband
26252, Assoc-acdm, Never-married, Own-child
26253, Some-college, Never-married, Not-in-family
26254, Prof-school, Married-civ-spouse, Husband
26255, Some-college, Married-civ-spouse, Husband
26256, HS-grad, Never-married, Own-child
26257, Some-college, Divorced, Unmarried
26258, Bachelors, Married-civ-spouse, Husband
26259, Bachelors, Divorced, Not-in-family
26260, Some-college, Never-married, Own-child
26261, Some-college, Married-civ-spouse, Husband
26262, HS-grad, Married-civ-spouse, Husband
26263, HS-grad, Widowed, Not-in-family
26264, 11th, Divorced, Unmarried
26265, Assoc-voc, Married-civ-spouse, Husband
26266, Some-college, Never-married, Not-in-family
26267, Bachelors, Divorced, Not-in-family
26268, 5th-6th, Separated, Unmarried
26269, Doctorate, Never-married, Not-in-family
26270, Some-college, Married-civ-spouse, Husband
26271, Masters, Widowed, Not-in-family
26272, HS-grad, Divorced, Unmarried
26273, 9th, Never-married, Other-relative
26274, Some-college, Married-civ-spouse, Husband
26275, HS-grad, Married-civ-spouse, Husband
26276, 7th-8th, Married-civ-spouse, Husband
26277, Bachelors, Married-civ-spouse, Husband
26278, HS-grad, Married-civ-spouse, Husband
26279, Assoc-acdm, Divorced, Unmarried
26280, 5th-6th, Married-civ-spouse, Husband
26281, HS-grad, Married-civ-spouse, Husband
26282, Bachelors, Married-civ-spouse, Husband
26283, Some-college, Never-married, Own-child
26284, HS-grad, Divorced, Unmarried
26285, HS-grad, Married-civ-spouse, Wife
26286, Bachelors, Widowed, Unmarried
26287, Some-college, Never-married, Not-in-family
26288, HS-grad, Married-civ-spouse, Husband
26289, Some-college, Never-married, Own-child
26290, Some-college, Married-civ-spouse, Husband
26291, Some-college, Never-married, Own-child
26292, HS-grad, Never-married, Own-child
26293, Some-college, Divorced, Not-in-family
26294, HS-grad, Never-married, Unmarried
26295, HS-grad, Never-married, Not-in-family
26296, 9th, Divorced, Not-in-family
26297, 7th-8th, Widowed, Not-in-family
26298, Some-college, Married-civ-spouse, Husband
26299, Bachelors, Never-married, Own-child
26300, 12th, Never-married, Own-child
26301, Doctorate, Married-civ-spouse, Husband
26302, 11th, Married-civ-spouse, Husband
26303, 9th, Married-civ-spouse, Husband
26304, Assoc-voc, Married-civ-spouse, Husband
26305, Some-college, Widowed, Not-in-family
26306, Bachelors, Married-civ-spouse, Husband
26307, 10th, Married-civ-spouse, Husband
26308, Masters, Separated, Unmarried
26309, HS-grad, Divorced, Other-relative
26310, 11th, Married-civ-spouse, Husband
26311, Bachelors, Married-civ-spouse, Wife
26312, Some-college, Never-married, Own-child
26313, Masters, Never-married, Not-in-family
26314, Masters, Never-married, Not-in-family
26315, Bachelors, Divorced, Not-in-family
26316, HS-grad, Married-civ-spouse, Husband
26317, Some-college, Never-married, Own-child
26318, Assoc-voc, Married-civ-spouse, Husband
26319, HS-grad, Divorced, Not-in-family
26320, Prof-school, Divorced, Unmarried
26321, Some-college, Married-civ-spouse, Husband
26322, 10th, Married-civ-spouse, Husband
26323, HS-grad, Never-married, Own-child
26324, HS-grad, Married-civ-spouse, Husband
26325, Some-college, Never-married, Own-child
26326, HS-grad, Never-married, Own-child
26327, HS-grad, Married-civ-spouse, Husband
26328, Bachelors, Married-civ-spouse, Husband
26329, HS-grad, Divorced, Not-in-family
26330, HS-grad, Never-married, Not-in-family
26331, Some-college, Never-married, Own-child
26332, Some-college, Never-married, Unmarried
26333, Doctorate, Married-civ-spouse, Husband
26334, HS-grad, Never-married, Own-child
26335, HS-grad, Never-married, Not-in-family
26336, Masters, Married-civ-spouse, Husband
26337, Some-college, Married-civ-spouse, Husband
26338, Some-college, Married-civ-spouse, Husband
26339, HS-grad, Never-married, Own-child
26340, Bachelors, Married-civ-spouse, Husband
26341, HS-grad, Never-married, Own-child
26342, HS-grad, Divorced, Not-in-family
26343, HS-grad, Divorced, Unmarried
26344, Bachelors, Married-civ-spouse, Husband
26345, Bachelors, Never-married, Own-child
26346, 12th, Never-married, Other-relative
26347, Prof-school, Divorced, Unmarried
26348, Bachelors, Married-civ-spouse, Husband
26349, HS-grad, Married-civ-spouse, Husband
26350, HS-grad, Never-married, Own-child
26351, Some-college, Married-civ-spouse, Husband
26352, Some-college, Married-civ-spouse, Husband
26353, Bachelors, Married-civ-spouse, Husband
26354, Some-college, Married-civ-spouse, Husband
26355, Bachelors, Divorced, Unmarried
26356, Some-college, Married-civ-spouse, Other-relative
26357, Masters, Married-civ-spouse, Husband
26358, Some-college, Divorced, Own-child
26359, 10th, Married-civ-spouse, Husband
26360, HS-grad, Never-married, Not-in-family
26361, Bachelors, Divorced, Unmarried
26362, HS-grad, Divorced, Not-in-family
26363, Some-college, Married-civ-spouse, Own-child
26364, Some-college, Married-civ-spouse, Husband
26365, Some-college, Never-married, Not-in-family
26366, Assoc-voc, Married-civ-spouse, Husband
26367, Some-college, Married-civ-spouse, Husband
26368, Some-college, Never-married, Not-in-family
26369, HS-grad, Married-civ-spouse, Husband
26370, 11th, Married-civ-spouse, Wife
26371, Assoc-acdm, Divorced, Not-in-family
26372, HS-grad, Never-married, Not-in-family
26373, HS-grad, Married-civ-spouse, Husband
26374, HS-grad, Never-married, Own-child
26375, Assoc-voc, Never-married, Other-relative
26376, 11th, Never-married, Own-child
26377, Some-college, Never-married, Own-child
26378, Assoc-acdm, Never-married, Own-child
26379, Assoc-acdm, Married-civ-spouse, Husband
26380, HS-grad, Married-civ-spouse, Husband
26381, HS-grad, Married-civ-spouse, Husband
26382, HS-grad, Married-civ-spouse, Husband
26383, Assoc-voc, Married-civ-spouse, Husband
26384, HS-grad, Divorced, Not-in-family
26385, Bachelors, Divorced, Unmarried
26386, Some-college, Married-spouse-absent, Own-child
26387, HS-grad, Never-married, Unmarried
26388, HS-grad, Married-civ-spouse, Husband
26389, Some-college, Married-civ-spouse, Husband
26390, Some-college, Separated, Not-in-family
26391, Some-college, Never-married, Own-child
26392, Masters, Never-married, Not-in-family
26393, HS-grad, Divorced, Not-in-family
26394, HS-grad, Married-civ-spouse, Husband
26395, Some-college, Divorced, Unmarried
26396, Some-college, Married-spouse-absent, Not-in-family
26397, Bachelors, Married-civ-spouse, Husband
26398, HS-grad, Separated, Unmarried
26399, Bachelors, Married-civ-spouse, Husband
26400, 7th-8th, Never-married, Unmarried
26401, Some-college, Married-civ-spouse, Husband
26402, Some-college, Married-civ-spouse, Husband
26403, HS-grad, Never-married, Not-in-family
26404, HS-grad, Married-civ-spouse, Husband
26405, HS-grad, Married-civ-spouse, Wife
26406, Prof-school, Married-civ-spouse, Husband
26407, Assoc-voc, Separated, Not-in-family
26408, 5th-6th, Married-civ-spouse, Husband
26409, HS-grad, Never-married, Not-in-family
26410, Bachelors, Married-civ-spouse, Husband
26411, 9th, Never-married, Own-child
26412, Bachelors, Divorced, Own-child
26413, HS-grad, Never-married, Unmarried
26414, Some-college, Never-married, Other-relative
26415, Masters, Married-civ-spouse, Husband
26416, Masters, Married-civ-spouse, Husband
26417, 10th, Never-married, Own-child
26418, Bachelors, Never-married, Own-child
26419, HS-grad, Married-civ-spouse, Husband
26420, Bachelors, Married-civ-spouse, Husband
26421, Assoc-voc, Never-married, Own-child
26422, Some-college, Never-married, Own-child
26423, Assoc-voc, Widowed, Not-in-family
26424, HS-grad, Married-civ-spouse, Husband
26425, HS-grad, Never-married, Not-in-family
26426, 12th, Never-married, Not-in-family
26427, Bachelors, Married-civ-spouse, Husband
26428, Doctorate, Married-civ-spouse, Husband
26429, Some-college, Married-civ-spouse, Husband
26430, Some-college, Married-civ-spouse, Husband
26431, 1st-4th, Never-married, Not-in-family
26432, Doctorate, Divorced, Not-in-family
26433, HS-grad, Married-civ-spouse, Husband
26434, 9th, Never-married, Unmarried
26435, Some-college, Never-married, Own-child
26436, Some-college, Divorced, Unmarried
26437, Bachelors, Never-married, Not-in-family
26438, Some-college, Married-civ-spouse, Husband
26439, HS-grad, Widowed, Not-in-family
26440, Bachelors, Never-married, Not-in-family
26441, Prof-school, Married-civ-spouse, Husband
26442, HS-grad, Married-civ-spouse, Husband
26443, Prof-school, Married-civ-spouse, Husband
26444, Some-college, Never-married, Own-child
26445, HS-grad, Never-married, Not-in-family
26446, 12th, Divorced, Not-in-family
26447, Some-college, Never-married, Own-child
26448, Bachelors, Never-married, Own-child
26449, 9th, Never-married, Own-child
26450, HS-grad, Separated, Not-in-family
26451, HS-grad, Never-married, Not-in-family
26452, Some-college, Married-civ-spouse, Husband
26453, Bachelors, Married-civ-spouse, Husband
26454, 7th-8th, Widowed, Unmarried
26455, HS-grad, Separated, Own-child
26456, 7th-8th, Married-civ-spouse, Husband
26457, HS-grad, Divorced, Not-in-family
26458, Bachelors, Married-civ-spouse, Husband
26459, Some-college, Married-civ-spouse, Husband
26460, Masters, Married-civ-spouse, Husband
26461, HS-grad, Never-married, Not-in-family
26462, Some-college, Married-civ-spouse, Wife
26463, 10th, Married-civ-spouse, Husband
26464, Assoc-voc, Married-civ-spouse, Husband
26465, 12th, Divorced, Other-relative
26466, Doctorate, Married-civ-spouse, Husband
26467, Assoc-voc, Married-civ-spouse, Husband
26468, Some-college, Married-civ-spouse, Husband
26469, Assoc-voc, Married-civ-spouse, Husband
26470, 7th-8th, Never-married, Own-child
26471, Prof-school, Married-civ-spouse, Husband
26472, HS-grad, Never-married, Not-in-family
26473, Assoc-acdm, Separated, Unmarried
26474, Some-college, Married-civ-spouse, Husband
26475, HS-grad, Separated, Unmarried
26476, HS-grad, Never-married, Unmarried
26477, Bachelors, Married-civ-spouse, Husband
26478, Doctorate, Married-civ-spouse, Husband
26479, HS-grad, Married-civ-spouse, Husband
26480, HS-grad, Married-civ-spouse, Husband
26481, Some-college, Never-married, Own-child
26482, HS-grad, Married-civ-spouse, Husband
26483, HS-grad, Widowed, Unmarried
26484, Some-college, Divorced, Not-in-family
26485, Bachelors, Never-married, Not-in-family
26486, HS-grad, Married-civ-spouse, Husband
26487, Some-college, Separated, Not-in-family
26488, Some-college, Married-civ-spouse, Husband
26489, Bachelors, Married-civ-spouse, Wife
26490, 10th, Never-married, Own-child
26491, Some-college, Married-civ-spouse, Own-child
26492, HS-grad, Married-civ-spouse, Husband
26493, Bachelors, Never-married, Own-child
26494, Some-college, Married-civ-spouse, Husband
26495, Masters, Married-civ-spouse, Husband
26496, HS-grad, Married-civ-spouse, Husband
26497, 11th, Never-married, Other-relative
26498, Bachelors, Married-civ-spouse, Husband
26499, Some-college, Married-civ-spouse, Husband
26500, HS-grad, Divorced, Own-child
26501, Bachelors, Never-married, Not-in-family
26502, Preschool, Married-civ-spouse, Husband
26503, HS-grad, Married-civ-spouse, Husband
26504, Bachelors, Widowed, Not-in-family
26505, HS-grad, Divorced, Not-in-family
26506, Bachelors, Never-married, Not-in-family
26507, 7th-8th, Widowed, Not-in-family
26508, HS-grad, Never-married, Own-child
26509, HS-grad, Married-civ-spouse, Husband
26510, HS-grad, Divorced, Unmarried
26511, Assoc-acdm, Divorced, Own-child
26512, Some-college, Never-married, Own-child
26513, Masters, Widowed, Not-in-family
26514, Bachelors, Married-civ-spouse, Wife
26515, Some-college, Married-civ-spouse, Husband
26516, Some-college, Married-civ-spouse, Husband
26517, HS-grad, Married-civ-spouse, Husband
26518, HS-grad, Never-married, Own-child
26519, Some-college, Divorced, Unmarried
26520, Bachelors, Married-civ-spouse, Husband
26521, Some-college, Married-civ-spouse, Husband
26522, Assoc-acdm, Never-married, Own-child
26523, HS-grad, Widowed, Not-in-family
26524, Some-college, Divorced, Unmarried
26525, Assoc-acdm, Married-civ-spouse, Husband
26526, 11th, Never-married, Other-relative
26527, Bachelors, Married-civ-spouse, Wife
26528, Assoc-voc, Divorced, Not-in-family
26529, 7th-8th, Married-civ-spouse, Husband
26530, HS-grad, Never-married, Own-child
26531, Assoc-voc, Divorced, Unmarried
26532, Some-college, Married-civ-spouse, Husband
26533, HS-grad, Divorced, Not-in-family
26534, HS-grad, Married-civ-spouse, Husband
26535, Some-college, Married-civ-spouse, Wife
26536, Masters, Married-civ-spouse, Husband
26537, HS-grad, Separated, Unmarried
26538, Some-college, Never-married, Own-child
26539, HS-grad, Never-married, Other-relative
26540, 9th, Married-civ-spouse, Husband
26541, Some-college, Separated, Own-child
26542, Masters, Never-married, Not-in-family
26543, HS-grad, Married-civ-spouse, Husband
26544, Bachelors, Married-civ-spouse, Husband
26545, Bachelors, Divorced, Unmarried
26546, Bachelors, Married-civ-spouse, Husband
26547, Some-college, Separated, Unmarried
26548, HS-grad, Divorced, Not-in-family
26549, HS-grad, Divorced, Not-in-family
26550, Some-college, Married-civ-spouse, Husband
26551, HS-grad, Divorced, Unmarried
26552, Masters, Married-civ-spouse, Wife
26553, Bachelors, Never-married, Own-child
26554, Some-college, Never-married, Not-in-family
26555, Some-college, Married-civ-spouse, Husband
26556, HS-grad, Never-married, Own-child
26557, Bachelors, Divorced, Not-in-family
26558, HS-grad, Married-civ-spouse, Husband
26559, Masters, Married-civ-spouse, Husband
26560, HS-grad, Married-civ-spouse, Husband
26561, Some-college, Married-civ-spouse, Husband
26562, HS-grad, Married-civ-spouse, Wife
26563, HS-grad, Married-civ-spouse, Husband
26564, Assoc-voc, Widowed, Unmarried
26565, HS-grad, Married-civ-spouse, Husband
26566, HS-grad, Married-civ-spouse, Husband
26567, HS-grad, Separated, Unmarried
26568, HS-grad, Married-civ-spouse, Husband
26569, Some-college, Never-married, Own-child
26570, Bachelors, Never-married, Not-in-family
26571, Doctorate, Married-civ-spouse, Husband
26572, Assoc-acdm, Divorced, Unmarried
26573, HS-grad, Married-civ-spouse, Husband
26574, HS-grad, Never-married, Other-relative
26575, Some-college, Divorced, Unmarried
26576, Some-college, Married-civ-spouse, Husband
26577, HS-grad, Married-civ-spouse, Husband
26578, Some-college, Never-married, Not-in-family
26579, HS-grad, Never-married, Not-in-family
26580, Assoc-voc, Divorced, Not-in-family
26581, Bachelors, Separated, Own-child
26582, Doctorate, Married-civ-spouse, Wife
26583, HS-grad, Never-married, Own-child
26584, HS-grad, Separated, Unmarried
26585, Bachelors, Married-civ-spouse, Husband
26586, Some-college, Divorced, Unmarried
26587, HS-grad, Divorced, Not-in-family
26588, 11th, Widowed, Unmarried
26589, Some-college, Never-married, Not-in-family
26590, HS-grad, Married-civ-spouse, Husband
26591, 11th, Never-married, Own-child
26592, Masters, Married-civ-spouse, Wife
26593, Bachelors, Married-civ-spouse, Husband
26594, Bachelors, Separated, Not-in-family
26595, Some-college, Divorced, Unmarried
26596, HS-grad, Married-civ-spouse, Husband
26597, Assoc-acdm, Married-civ-spouse, Husband
26598, Some-college, Never-married, Not-in-family
26599, Some-college, Separated, Not-in-family
26600, Some-college, Never-married, Own-child
26601, HS-grad, Married-civ-spouse, Husband
26602, HS-grad, Divorced, Unmarried
26603, Some-college, Married-spouse-absent, Unmarried
26604, HS-grad, Married-civ-spouse, Husband
26605, Assoc-acdm, Never-married, Not-in-family
26606, HS-grad, Married-civ-spouse, Husband
26607, Preschool, Married-civ-spouse, Husband
26608, Bachelors, Married-civ-spouse, Other-relative
26609, HS-grad, Married-civ-spouse, Wife
26610, HS-grad, Never-married, Own-child
26611, Some-college, Married-civ-spouse, Wife
26612, Masters, Never-married, Not-in-family
26613, Assoc-voc, Widowed, Unmarried
26614, Bachelors, Married-spouse-absent, Unmarried
26615, Some-college, Married-civ-spouse, Husband
26616, HS-grad, Never-married, Other-relative
26617, HS-grad, Married-civ-spouse, Husband
26618, HS-grad, Separated, Unmarried
26619, Prof-school, Married-civ-spouse, Husband
26620, 7th-8th, Married-civ-spouse, Wife
26621, Assoc-voc, Divorced, Unmarried
26622, 9th, Never-married, Other-relative
26623, HS-grad, Never-married, Not-in-family
26624, Some-college, Married-civ-spouse, Husband
26625, Some-college, Married-civ-spouse, Wife
26626, HS-grad, Widowed, Not-in-family
26627, Assoc-voc, Married-civ-spouse, Husband
