40, Adm-clerical, State-gov, <=50K
36, Prof-specialty, Private, <=50K
40, Protective-serv, Private, <=50K
40, Prof-specialty, Private, <=50K
45, Adm-clerical, Private, <=50K
40, Prof-specialty, Private, <=50K
50, Tech-support, Private, >50K
40, Handlers-cleaners, Private, <=50K
10, Adm-clerical, Private, <=50K
40, Exec-managerial, Self-emp-inc, <=50K
40, Sales, Private, <=50K
40, Machine-op-inspct, Private, <=50K
16, Transport-moving, Private, <=50K
40, Other-service, Local-gov, <=50K
40, Machine-op-inspct, Private, >50K
38, Adm-clerical, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Craft-repair, Private, <=50K
20,null,null, <=50K
40, Adm-clerical, Local-gov, >50K
40, Sales, Self-emp-not-inc, <=50K
99, Farming-fishing, Private, <=50K
45, Adm-clerical, Private, <=50K
40, Machine-op-inspct, Private, >50K
35, Farming-fishing, Self-emp-not-inc, <=50K
40, Craft-repair, Local-gov, >50K
40, Craft-repair, Private, <=50K
55, Exec-managerial, Private, <=50K
40, Craft-repair, Private, <=50K
40, Adm-clerical, Private, <=50K
20, Adm-clerical, Private, <=50K
40, Transport-moving, State-gov, <=50K
40, Prof-specialty, Federal-gov, >50K
60, Sales, Private, >50K
25,null,null, <=50K
60, Tech-support, Private, <=50K
45, Prof-specialty, State-gov, <=50K
38, Adm-clerical, State-gov, <=50K
65, Prof-specialty, Self-emp-not-inc, >50K
55, Prof-specialty, Private, <=50K
40, Adm-clerical, Private, <=50K
32, Machine-op-inspct, Private, <=50K
55, Farming-fishing, Self-emp-not-inc, <=50K
45, Exec-managerial, Private, <=50K
40, Craft-repair, Private, <=50K
30, Other-service, Private, <=50K
40, Other-service, Private, <=50K
40, Craft-repair, State-gov, >50K
28, Craft-repair, Private, <=50K
40, Transport-moving, Local-gov, <=50K
50, Adm-clerical, Private, <=50K
60,null,null, >50K
32, Protective-serv, Local-gov, <=50K
40, Adm-clerical, Private, <=50K
40, Machine-op-inspct, Private, <=50K
30, Handlers-cleaners, Private, <=50K
50, Craft-repair, Self-emp-not-inc, <=50K
50, Transport-moving, Private, <=50K
40, Machine-op-inspct, Private, <=50K
3, Other-service, Private, <=50K
12, Adm-clerical, Private, <=50K
40, Prof-specialty, Private, <=50K
24, Adm-clerical, Private, <=50K
35, Sales, Private, <=50K
40, Exec-managerial, Self-emp-inc, >50K
40, Sales, Private, <=50K
45, Adm-clerical, Private, >50K
50, Craft-repair, Self-emp-not-inc, <=50K
99, Exec-managerial, Self-emp-not-inc, <=50K
45, Exec-managerial, Private, <=50K
40,null,null, <=50K
40, Machine-op-inspct, Private, <=50K
40, Other-service, Federal-gov, <=50K
50, Exec-managerial, Private, >50K
40,null, Never-worked, <=50K
40, Transport-moving, Private, <=50K
30, Sales, Private, <=50K
15, Sales, Private, <=50K
40, Machine-op-inspct, Self-emp-inc, >50K
35,null,null, <=50K
40, Other-service, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Handlers-cleaners, Private, <=50K
20, Handlers-cleaners, Private, <=50K
48, Sales, Private, <=50K
40, Craft-repair, Private, <=50K
53, Farming-fishing, Private, >50K
40, Craft-repair, Private, <=50K
12, Exec-managerial, Private, <=50K
40, Adm-clerical, Private, <=50K
2, Prof-specialty, Private, <=50K
40, Exec-managerial, Local-gov, >50K
40, Exec-managerial, Private, <=50K
20, Tech-support, Private, <=50K
80, Other-service, Private, <=50K
40, Sales, Private, <=50K
40, Exec-managerial, Private, <=50K
55, Prof-specialty, Self-emp-not-inc, >50K
40, Sales, Private, >50K
30, Craft-repair, Self-emp-not-inc, <=50K
50, Exec-managerial, Self-emp-inc, <=50K
37, Craft-repair, Self-emp-not-inc, <=50K
45, Exec-managerial, Private, >50K
40, Sales, Private, <=50K
40, Exec-managerial, Private, >50K
40, Craft-repair, Private, <=50K
20, Other-service, Private, <=50K
40, Machine-op-inspct, Private, <=50K
25, Sales, Self-emp-not-inc, >50K
15,null,null, <=50K
35, Craft-repair, Private, <=50K
40, Exec-managerial, Private, <=50K
45, Sales, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Adm-clerical, Private, <=50K
32, Other-service, Private, >50K
48, Craft-repair, Private, >50K
20, Transport-moving, Private, <=50K
40, Machine-op-inspct, Private, <=50K
37, Other-service, Private, <=50K
45, Prof-specialty, Private, >50K
40, Sales, Private, >50K
50, Exec-managerial, Self-emp-inc, >50K
40,null,null, <=50K
28, Other-service, State-gov, <=50K
25, Other-service, Private, <=50K
40, Adm-clerical, Private, <=50K
60, Sales, Self-emp-inc, >50K
40, Farming-fishing, Private, <=50K
42, Exec-managerial, Private, <=50K
40, Transport-moving, Local-gov, <=50K
20, Other-service, Private, <=50K
55, Exec-managerial, Private, >50K
30, Craft-repair, Self-emp-not-inc, <=50K
25, Other-service, Private, <=50K
40, Other-service, Private, <=50K
40, Exec-managerial, Private, <=50K
50, Farming-fishing, Self-emp-not-inc, >50K
40, Transport-moving, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Craft-repair, Private, <=50K
36, Adm-clerical, Private, <=50K
8, Handlers-cleaners, Private, <=50K
60, Sales, Private, >50K
50, Transport-moving, Private, <=50K
40, Exec-managerial, Private, >50K
35, Adm-clerical, Local-gov, >50K
35, Prof-specialty, Private, >50K
40, Craft-repair, Private, <=50K
40, Exec-managerial, State-gov, <=50K
50, Prof-specialty, Private, >50K
45, Exec-managerial, Private, <=50K
40, Prof-specialty, Private, >50K
60, Sales, Self-emp-inc, <=50K
65, Farming-fishing, Self-emp-inc, >50K
40, Craft-repair, Private, >50K
48, Exec-managerial, Private, <=50K
40,null,null, <=50K
65, Farming-fishing, Self-emp-not-inc, <=50K
40, Prof-specialty, Private, >50K
60, Farming-fishing, Self-emp-not-inc, >50K
40, Sales, Private, >50K
38, Prof-specialty, Local-gov, <=50K
36, Sales, Private, <=50K
25, Other-service, Private, <=50K
40, Prof-specialty, Local-gov, <=50K
32, Prof-specialty, Private, >50K
40, Craft-repair, Private, <=50K
25, Sales, Private, <=50K
40, Adm-clerical, State-gov, <=50K
40, Handlers-cleaners, Federal-gov, <=50K
36, Transport-moving, Private, <=50K
10,null,null, <=50K
40, Handlers-cleaners, Private, <=50K
38, Handlers-cleaners, Private, <=50K
40,null,null, <=50K
40, Adm-clerical, Federal-gov, >50K
23, Other-service, Private, <=50K
24,null,null, <=50K
40, Sales, Private, <=50K
40, Craft-repair, Private, <=50K
15, Prof-specialty, State-gov, <=50K
30, Other-service, Private, <=50K
48, Exec-managerial, Private, >50K
40,null,null, <=50K
60, Sales, Self-emp-inc, >50K
30, Prof-specialty, Self-emp-not-inc, >50K
37, Handlers-cleaners, Private, <=50K
40, Exec-managerial, Private, <=50K
50, Sales, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Adm-clerical, Private, <=50K
25,null,null, <=50K
48, Sales, Private, <=50K
40,null,null, <=50K
50, Adm-clerical, Private, >50K
40, Handlers-cleaners, Private, <=50K
40, Craft-repair, Private, <=50K
30, Prof-specialty, Self-emp-not-inc, >50K
40, Craft-repair, Private, >50K
30, Prof-specialty, Private, <=50K
42, Adm-clerical, Private, <=50K
45, Machine-op-inspct, Private, >50K
20, Handlers-cleaners, Private, <=50K
40, Handlers-cleaners, Local-gov, <=50K
40, Other-service, Private, <=50K
30, Prof-specialty, Private, <=50K
55, Prof-specialty, Local-gov, >50K
40, Adm-clerical, Private, <=50K
40, Prof-specialty, Local-gov, >50K
50, Prof-specialty, Private, <=50K
55, Exec-managerial, Private, >50K
10, Prof-specialty, Private, <=50K
40, Tech-support, Private, <=50K
20,null,null, <=50K
55, Exec-managerial, Private, <=50K
40,null,null, <=50K
40, Adm-clerical, Local-gov, <=50K
40, Craft-repair, Private, >50K
60, Exec-managerial, Local-gov, <=50K
40, Farming-fishing, Private, <=50K
50, Adm-clerical, Private, >50K
40, Exec-managerial, Federal-gov, >50K
48, Exec-managerial, Private, >50K
30, Transport-moving, Private, <=50K
40, Adm-clerical, Federal-gov, >50K
40, Transport-moving, State-gov, <=50K
65, Sales, Private, <=50K
44, Adm-clerical, Private, <=50K
40,null,null, <=50K
45, Machine-op-inspct, Private, >50K
40, Transport-moving, Private, <=50K
50, Exec-managerial, Private, >50K
40, Machine-op-inspct, Private, <=50K
50, Adm-clerical, Federal-gov, <=50K
15, Other-service, Private, <=50K
25,null,null, <=50K
84, Tech-support, Private, <=50K
57, Transport-moving, Private, <=50K
99, Priv-house-serv, Private, <=50K
70, Sales, Self-emp-not-inc, <=50K
25, Other-service, Private, <=50K
20, Handlers-cleaners, Private, <=50K
40, Machine-op-inspct, Private, >50K
55, Exec-managerial, Private, >50K
40, Exec-managerial, Self-emp-inc, >50K
48, Machine-op-inspct, Private, <=50K
40, Craft-repair, Private, <=50K
40, Farming-fishing, Private, <=50K
15, Adm-clerical, State-gov, <=50K
40, Priv-house-serv, Private, <=50K
40, Handlers-cleaners, Private, <=50K
70, Prof-specialty, State-gov, >50K
60, Craft-repair, Private, <=50K
35, Adm-clerical, Private, <=50K
32, Exec-managerial, Private, <=50K
20,null,null, <=50K
65, Exec-managerial, Self-emp-not-inc, >50K
50, Exec-managerial, Private, >50K
50, Exec-managerial, Private, <=50K
40, Prof-specialty, Private, >50K
55, Exec-managerial, Private, >50K
56,null,null, >50K
40, Prof-specialty, Self-emp-inc, >50K
40, Prof-specialty, Private, >50K
39, Prof-specialty, State-gov, <=50K
48, Exec-managerial, Private, <=50K
35, Sales, Self-emp-not-inc, <=50K
40, Tech-support, Private, <=50K
40, Craft-repair, Private, <=50K
40, Prof-specialty, Private, >50K
60, Craft-repair, Self-emp-inc, <=50K
50, Protective-serv, Local-gov, <=50K
40, Other-service, Private, <=50K
70, Protective-serv, Local-gov, <=50K
40, Prof-specialty, Private, <=50K
40, Prof-specialty, Federal-gov, <=50K
47, Machine-op-inspct, Private, <=50K
15, Prof-specialty, Private, <=50K
25, Sales, Private, <=50K
45, Prof-specialty, State-gov, >50K
35, Sales, Private, <=50K
40, Exec-managerial, Private, >50K
40, Machine-op-inspct, Private, <=50K
35, Other-service, Local-gov, <=50K
40, Sales, Private, <=50K
35, Handlers-cleaners, Private, <=50K
45, Exec-managerial, Private, >50K
35, Handlers-cleaners, Private, <=50K
38, Farming-fishing, Private, <=50K
20, Adm-clerical, Private, <=50K
48, Adm-clerical, Private, <=50K
40, Sales, Private, <=50K
40, Adm-clerical, Federal-gov, >50K
40, Other-service, Private, <=50K
40, Handlers-cleaners, Private, <=50K
32, Machine-op-inspct, Private, <=50K
40, Adm-clerical, Private, <=50K
40, Prof-specialty, Local-gov, <=50K
20, Adm-clerical, Private, <=50K
50, Farming-fishing, Self-emp-inc, >50K
40, Prof-specialty, Private, >50K
40, Adm-clerical, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Adm-clerical, Private, <=50K
45, Exec-managerial, Private, >50K
40, Adm-clerical, State-gov, <=50K
45, Prof-specialty, Local-gov, <=50K
80, Sales, Self-emp-not-inc, >50K
44, Sales, Private, <=50K
40, Prof-specialty, Private, <=50K
24, Other-service, Private, <=50K
50, Prof-specialty, Private, >50K
40, Adm-clerical, Private, <=50K
72, Other-service, Private, <=50K
40, Prof-specialty, State-gov, >50K
45, Transport-moving, Private, <=50K
80, Farming-fishing, Self-emp-not-inc, <=50K
40, Adm-clerical, Private, <=50K
50, Adm-clerical, State-gov, <=50K
46, Exec-managerial, Local-gov, <=50K
40, Other-service, Private, <=50K
53, Craft-repair, Private, <=50K
50, Exec-managerial, Self-emp-not-inc, <=50K
40, Other-service, Private, <=50K
50, Craft-repair, Private, <=50K
50, Transport-moving, Private, <=50K
40, Exec-managerial, Private, <=50K
60, Craft-repair, Private, <=50K
60, Farming-fishing, Private, <=50K
40, Transport-moving, Private, >50K
48, Sales, Private, <=50K
50, Sales, Private, >50K
30, Farming-fishing, Private, <=50K
48, Sales, Private, <=50K
30, Other-service, Private, <=50K
40, Craft-repair, Private, <=50K
60, Transport-moving, Private, <=50K
40, Protective-serv, State-gov, <=50K
42, Exec-managerial, State-gov, >50K
40, Adm-clerical, State-gov, <=50K
40, Other-service, Private, <=50K
44, Farming-fishing, Private, >50K
36,null,null, <=50K
40, Transport-moving, Private, <=50K
40, Prof-specialty, Local-gov, >50K
45, Exec-managerial, Private, >50K
16, Handlers-cleaners, Private, <=50K
20, Other-service, Private, <=50K
32, Other-service, Private, <=50K
40, Farming-fishing, Private, >50K
40, Other-service, Private, <=50K
55, Exec-managerial, Self-emp-inc, >50K
62, Prof-specialty, Private, <=50K
36, Prof-specialty, Private, <=50K
40, Other-service, Private, <=50K
6, Adm-clerical, Private, <=50K
50, Exec-managerial, Private, <=50K
50, Other-service, Private, <=50K
40, Tech-support, Private, <=50K
96, Protective-serv, Local-gov, >50K
40, Adm-clerical, Federal-gov, <=50K
40, Handlers-cleaners, Private, <=50K
40, Other-service, Private, <=50K
40, Adm-clerical, Private, >50K
25, Other-service, Private, <=50K
43, Transport-moving, Private, <=50K
40, Transport-moving, Private, <=50K
40, Tech-support, Private, >50K
40, Adm-clerical, Federal-gov, >50K
65, Farming-fishing, Self-emp-inc, <=50K
25, Other-service, Private, <=50K
40, Other-service, Private, <=50K
45, Exec-managerial, Private, <=50K
30, Other-service, Private, <=50K
30, Craft-repair, Private, <=50K
40,null,null, >50K
1,null,null, <=50K
43, Sales, Private, <=50K
60,null,null, <=50K
40, Other-service, Private, <=50K
55, Craft-repair, Private, <=50K
10, Other-service, Local-gov, <=50K
40, Adm-clerical, State-gov, <=50K
40, Protective-serv, Local-gov, >50K
6,null,null, <=50K
45, Exec-managerial, Self-emp-not-inc, >50K
50, Exec-managerial, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Exec-managerial, Private, >50K
45, Prof-specialty, State-gov, >50K
40, Exec-managerial, Private, >50K
40,null,null, <=50K
40, Exec-managerial, Self-emp-inc, >50K
55, Exec-managerial, Private, >50K
60, Exec-managerial, Private, >50K
30, Transport-moving, Private, <=50K
40, Machine-op-inspct, Private, <=50K
38, Adm-clerical, State-gov, <=50K
45, Exec-managerial, Private, <=50K
50, Prof-specialty, Private, <=50K
40, Transport-moving, Self-emp-not-inc, <=50K
40, Adm-clerical, Private, <=50K
45, Exec-managerial, Private, >50K
50, Prof-specialty, Private, >50K
40, Other-service, Self-emp-inc, <=50K
55, Exec-managerial, Federal-gov, <=50K
15, Other-service, Private, <=50K
60, Exec-managerial, Self-emp-inc, >50K
40, Craft-repair, Private, >50K
35, Tech-support, Private, >50K
48, Prof-specialty, Local-gov, >50K
40, Exec-managerial, Local-gov, >50K
10, Adm-clerical, Private, <=50K
16, Other-service, Private, <=50K
25, Sales, Private, <=50K
40, Other-service, Local-gov, <=50K
30, Exec-managerial, Private, <=50K
40, Adm-clerical, Private, <=50K
40, Sales, Private, >50K
40, Craft-repair, Private, <=50K
80, Prof-specialty, Self-emp-not-inc, <=50K
40, Prof-specialty, Federal-gov, <=50K
50, Exec-managerial, Private, >50K
40, Craft-repair, Local-gov, <=50K
25, Sales, Private, <=50K
65, Sales, Private, >50K
40, Other-service, Private, <=50K
50, Exec-managerial, Private, >50K
52, Handlers-cleaners, Private, <=50K
45, Exec-managerial, Private, >50K
40, Exec-managerial, Self-emp-inc, >50K
20, Other-service, Private, <=50K
40,null,null, >50K
40, Craft-repair, Private, <=50K
37, Other-service, Private, <=50K
40, Craft-repair, Private, <=50K
24, Protective-serv, Private, <=50K
40, Exec-managerial, Private, <=50K
45, Exec-managerial, Private, >50K
50, Sales, Federal-gov, >50K
40, Adm-clerical, Private, >50K
40, Exec-managerial, Local-gov, <=50K
40, Adm-clerical, State-gov, <=50K
40, Craft-repair, Private, <=50K
40, Exec-managerial, Private, <=50K
15, Prof-specialty, Private, <=50K
25, Sales, Private, <=50K
60, Priv-house-serv, Private, <=50K
40, Adm-clerical, Private, <=50K
20, Sales, Private, <=50K
40, Protective-serv, State-gov, <=50K
40, Machine-op-inspct, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Exec-managerial, Private, >50K
50, Prof-specialty, Private, <=50K
40, Other-service, Private, <=50K
35, Prof-specialty, Self-emp-inc, <=50K
20, Adm-clerical, Private, <=50K
40, Prof-specialty, State-gov, >50K
40, Craft-repair, Private, >50K
40, Adm-clerical, Local-gov, <=50K
32, Sales, Private, <=50K
40, Sales, Private, <=50K
48, Sales, Self-emp-not-inc, <=50K
40, Tech-support, Private, <=50K
60, Craft-repair, Self-emp-not-inc, <=50K
40, Craft-repair, Local-gov, <=50K
40, Prof-specialty, Private, >50K
74, Farming-fishing, Self-emp-not-inc, <=50K
40, Transport-moving, Local-gov, <=50K
35, Prof-specialty, Private, <=50K
40, Adm-clerical, Private, <=50K
10, Other-service, Private, <=50K
40, Transport-moving, Private, <=50K
40, Adm-clerical, Federal-gov, <=50K
45, Craft-repair, Private, <=50K
4,null,null, >50K
50, Exec-managerial, Self-emp-inc, <=50K
40, Adm-clerical, Private, <=50K
15, Adm-clerical, Local-gov, <=50K
40, Craft-repair, Private, <=50K
40, Prof-specialty, State-gov, >50K
40, Prof-specialty, State-gov, <=50K
40, Adm-clerical, Private, <=50K
40, Exec-managerial, Self-emp-inc, <=50K
25, Machine-op-inspct, Private, <=50K
44, Other-service, Private, <=50K
40, Exec-managerial, Federal-gov, <=50K
40, Exec-managerial, Private, <=50K
99, Sales, Private, >50K
55, Exec-managerial, Private, <=50K
40, Protective-serv, Private, >50K
40, Craft-repair, Private, <=50K
30, Transport-moving, Private, <=50K
60, Farming-fishing, Self-emp-inc, <=50K
40, Prof-specialty, Local-gov, <=50K
40, Machine-op-inspct, Private, <=50K
40, Exec-managerial, Private, <=50K
45, Sales, Private, <=50K
45, Other-service, Private, <=50K
30, Craft-repair, Private, <=50K
50, Machine-op-inspct, Private, >50K
37, Adm-clerical, Private, <=50K
46, Craft-repair, Private, <=50K
55, Sales, Private, >50K
40, Machine-op-inspct, Private, <=50K
38, Adm-clerical, Local-gov, <=50K
40, Sales, Private, <=50K
90, Protective-serv, Local-gov, <=50K
30, Handlers-cleaners, Private, <=50K
12,null,null, <=50K
40, Transport-moving, Local-gov, >50K
40, Prof-specialty, Private, >50K
50, Sales, Self-emp-not-inc, <=50K
40, Handlers-cleaners, Private, <=50K
40, Craft-repair, Private, <=50K
50, Farming-fishing, State-gov, <=50K
20, Other-service, Private, <=50K
40, Prof-specialty, Self-emp-not-inc, >50K
25, Adm-clerical, Private, <=50K
25, Craft-repair, Local-gov, <=50K
50, Sales, Private, >50K
50, Prof-specialty, Private, >50K
35, Exec-managerial, Private, <=50K
40, Tech-support, Private, <=50K
38, Tech-support, Private, >50K
40, Exec-managerial, Private, >50K
45, Other-service, Private, <=50K
40, Adm-clerical, Private, <=50K
40, Sales, Self-emp-inc, >50K
40, Craft-repair, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Prof-specialty, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Craft-repair, Private, <=50K
40, Machine-op-inspct, Private, <=50K
60, Craft-repair, Private, <=50K
46, Adm-clerical, Private, <=50K
40, Exec-managerial, Private, <=50K
20, Sales, Private, <=50K
45, Adm-clerical, Private, <=50K
50, Sales, Private, >50K
40, Prof-specialty, Private, <=50K
55, Exec-managerial, Private, <=50K
30, Machine-op-inspct, Private, <=50K
40, Craft-repair, Private, <=50K
40, Exec-managerial, Private, >50K
30, Adm-clerical, Private, <=50K
40, Exec-managerial, Federal-gov, >50K
40, Exec-managerial, Federal-gov, >50K
20, Adm-clerical, Private, <=50K
40,null,null, <=50K
50, Adm-clerical, Private, <=50K
40, Protective-serv, Local-gov, <=50K
39, Exec-managerial, Private, <=50K
50, Prof-specialty, Private, >50K
40, Machine-op-inspct, Private, >50K
40, Prof-specialty, State-gov, <=50K
40, Craft-repair, Private, <=50K
40, Transport-moving, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Prof-specialty, Private, >50K
40, Machine-op-inspct, Private, <=50K
15, Tech-support, Private, <=50K
40, Machine-op-inspct, Private, <=50K
50, Exec-managerial, Private, >50K
40, Craft-repair, Private, >50K
12, Other-service, Private, <=50K
40, Exec-managerial, Private, <=50K
5,null,null, <=50K
40, Transport-moving, Private, <=50K
54, Farming-fishing, Private, <=50K
40, Machine-op-inspct, Private, <=50K
45, Exec-managerial, Private, >50K
40, Craft-repair, Private, <=50K
40, Exec-managerial, Private, >50K
65, Prof-specialty, Private, >50K
40, Other-service, State-gov, <=50K
20, Other-service, Self-emp-not-inc, <=50K
40, Craft-repair, Self-emp-inc, <=50K
35, Other-service, Local-gov, <=50K
38, Prof-specialty, State-gov, >50K
20, Sales, Private, <=50K
30, Sales, Private, <=50K
40,null,null, <=50K
65, Craft-repair, Private, >50K
20, Adm-clerical, State-gov, <=50K
30, Other-service, Private, <=50K
40, Exec-managerial, Private, <=50K
90, Prof-specialty, Private, <=50K
45, Exec-managerial, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Prof-specialty, State-gov, >50K
40, Machine-op-inspct, Private, <=50K
40, Protective-serv, Local-gov, <=50K
12,null,null, <=50K
50, Sales, Private, >50K
45, Craft-repair, Private, <=50K
50, Exec-managerial, Self-emp-inc, <=50K
15,null,null, <=50K
40, Craft-repair, Private, >50K
40, Farming-fishing, Private, <=50K
40, Prof-specialty, Private, <=50K
40, Exec-managerial, Private, >50K
30, Sales, Private, <=50K
40, Protective-serv, Local-gov, <=50K
20, Other-service, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Sales, Private, <=50K
48, Craft-repair, Private, >50K
40, Prof-specialty, State-gov, <=50K
35, Other-service, Private, <=50K
20, Adm-clerical, Local-gov, <=50K
60, Adm-clerical, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Protective-serv, Local-gov, <=50K
30, Other-service, Private, <=50K
48, Exec-managerial, Private, <=50K
30, Other-service, Private, <=50K
40, Handlers-cleaners, Private, <=50K
60, Handlers-cleaners, Private, <=50K
40, Machine-op-inspct, Private, <=50K
40, Craft-repair, Private, >50K
40, Sales, Private, >50K
40, Sales, Private, >50K
40, Adm-clerical, Private, <=50K
35, Handlers-cleaners, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Other-service, Private, <=50K
40, Tech-support, Local-gov, >50K
40, Other-service, Local-gov, <=50K
40, Handlers-cleaners, Private, <=50K
66, Prof-specialty, Federal-gov, >50K
48,null,null, <=50K
20, Tech-support, Private, <=50K
25, Sales, Private, <=50K
50, Exec-managerial, Private, <=50K
40, Craft-repair, Private, <=50K
40, Handlers-cleaners, Private, <=50K
40, Exec-managerial, Private, <=50K
16, Sales, Self-emp-not-inc, <=50K
40, Tech-support, Private, <=50K
40, Prof-specialty, Private, <=50K
40, Other-service, Private, <=50K
30, Exec-managerial, Self-emp-not-inc, <=50K
50, Sales, Self-emp-inc, <=50K
50, Exec-managerial, Self-emp-not-inc, <=50K
30, Other-service, Private, <=50K
40, Other-service, Private, <=50K
40, Sales, Private, <=50K
22, Transport-moving, Local-gov, <=50K
35, Other-service, Local-gov, <=50K
40, Handlers-cleaners, Private, <=50K
70, Prof-specialty, Local-gov, <=50K
40, Craft-repair, Self-emp-not-inc, <=50K
60, Exec-managerial, Self-emp-inc, >50K
45, Adm-clerical, Private, <=50K
47, Adm-clerical, State-gov, <=50K
32,null,null, <=50K
70, Farming-fishing, Self-emp-not-inc, <=50K
12, Other-service, Private, <=50K
65, Transport-moving, Private, <=50K
35,null,null, <=50K
40, Adm-clerical, Private, <=50K
40, Craft-repair, Private, <=50K
40,null,null, <=50K
15, Prof-specialty, Private, <=50K
55, Farming-fishing, Private, <=50K
40, Handlers-cleaners, Private, <=50K
50, Sales, Self-emp-not-inc, >50K
99, Other-service, Self-emp-not-inc, <=50K
40, Adm-clerical, Private, <=50K
40, Other-service, Private, <=50K
40, Craft-repair, Private, <=50K
45, Other-service, Private, <=50K
10, Prof-specialty, Self-emp-not-inc, >50K
45, Transport-moving, Self-emp-not-inc, <=50K
40, Craft-repair, Private, <=50K
35, Craft-repair, Private, <=50K
43, Sales, Private, >50K
50, Sales, Self-emp-not-inc, >50K
50, Exec-managerial, Private, >50K
40, Adm-clerical, Private, <=50K
40, Craft-repair, Private, <=50K
50, Craft-repair, Private, >50K
40, Craft-repair, Private, >50K
40, Machine-op-inspct, Private, <=50K
40, Transport-moving, Local-gov, <=50K
32, Adm-clerical, Private, <=50K
45, Prof-specialty, Private, >50K
35, Exec-managerial, Private, <=50K
40, Tech-support, Private, <=50K
50, Craft-repair, Private, >50K
40,null,null, >50K
40, Machine-op-inspct, Self-emp-not-inc, >50K
70, Prof-specialty, State-gov, <=50K
40, Craft-repair, Private, <=50K
40, Protective-serv, State-gov, >50K
50, Exec-managerial, Self-emp-not-inc, <=50K
40, Sales, Private, <=50K
50, Sales, Self-emp-inc, <=50K
50, Machine-op-inspct, Private, <=50K
10, Craft-repair, Private, <=50K
60, Craft-repair, Private, <=50K
40, Exec-managerial, Federal-gov, <=50K
35,null,null, <=50K
35, Other-service, Private, <=50K
55, Exec-managerial, Self-emp-inc, >50K
40, Exec-managerial, Private, <=50K
20, Adm-clerical, Private, <=50K
40, Handlers-cleaners, Private, <=50K
20, Handlers-cleaners, Private, <=50K
35, Prof-specialty, State-gov, >50K
45, Prof-specialty, Private, <=50K
40, Sales, Private, >50K
45, Handlers-cleaners, Private, <=50K
40, Adm-clerical, Federal-gov, <=50K
40, Protective-serv, Local-gov, >50K
50, Adm-clerical, Local-gov, >50K
40, Protective-serv, State-gov, >50K
25,null,null, <=50K
20, Sales, Private, <=50K
40, Exec-managerial, Private, <=50K
45, Craft-repair, Private, <=50K
40, Sales, Private, <=50K
40, Exec-managerial, Private, <=50K
40, Craft-repair, Private, <=50K
20, Prof-specialty, State-gov, <=50K
40, Other-service, Private, <=50K
45, Sales, Private, >50K
35, Craft-repair, Private, >50K
40, Protective-serv, Private, <=50K
40, Exec-managerial, Self-emp-inc, <=50K
40, Machine-op-inspct, Private, <=50K
40, Sales, Private, >50K
45, Transport-moving, Private, >50K
50, Sales, Self-emp-not-inc, >50K
40, Craft-repair, Local-gov, >50K
40, Adm-clerical, Private, <=50K
38, Other-service, Private, <=50K
40, Farming-fishing, Self-emp-not-inc, <=50K
45, Priv-house-serv, Private, <=50K
40, Prof-specialty, Federal-gov, <=50K
80, Exec-managerial, Local-gov, <=50K
60, Other-service, Private, >50K
40, Farming-fishing, Private, <=50K
40, Transport-moving, Private, <=50K
40, Craft-repair, Private, <=50K
45, Other-service, Private, <=50K
30, Other-service, Private, <=50K
47, Adm-clerical, Private, <=50K
60, Farming-fishing, Self-emp-not-inc, <=50K
50, Transport-moving, Private, <=50K
40, Craft-repair, Private, >50K
9, Other-service, Private, <=50K
45,null,null, <=50K
40, Prof-specialty, Private, >50K
40, Craft-repair, Private, <=50K
20,null,null, <=50K
40, Adm-clerical, Private, >50K
35,null,null, <=50K
40, Farming-fishing, Private, <=50K
40, Craft-repair, Private, <=50K
35, Prof-specialty, State-gov, <=50K
20, Adm-clerical, Private, <=50K
90, Exec-managerial, Private, >50K
40, Craft-repair, Private, >50K
50, Farming-fishing, Private, <=50K
45, Craft-repair, Private, <=50K
24, Machine-op-inspct, Private, <=50K
45, Exec-managerial, Private, <=50K
40, Craft-repair, Private, <=50K
60, Adm-clerical, Private, >50K
40, Adm-clerical, Private, <=50K
55, Exec-managerial, Private, >50K
40, Adm-clerical, Private, <=50K
30,null,null, <=50K
60, Farming-fishing, Self-emp-not-inc, <=50K
40, Prof-specialty, Self-emp-inc, >50K
40, Exec-managerial, Self-emp-not-inc, <=50K
55, Sales, Private, <=50K
12, Handlers-cleaners, Private, <=50K
50, Craft-repair, Private, >50K
44, Exec-managerial, Local-gov, <=50K
44, Craft-repair, Private, <=50K
